"","artists","album_name","popularity","explicit","danceability","energy","loudness","valence","tempo","time_signature","track_genre","duration"
"2924","Akira Kosemura","On My Way Home",37,FALSE,0.427,0.0749,-22.719,0.152,73.236,3,"ambient",2.52
"2925","Sleeping At Last","June 24, 2022: Parade of Planets",45,FALSE,0.244,0.16,-15.389,0.0776,65.166,3,"ambient",3.57
"2926","Alexis Ffrench","Walk With Us (For Black Lives Matter)",57,FALSE,0.299,0.0264,-26.535,0.235,168.963,5,"ambient",2.01
"2927","Marconi Union","Weightless (Ambient Transmission Vol. 2)",53,FALSE,0.273,0.174,-19.513,0.286,64.758,4,"ambient",5.17
"2928","Bethel Music;Jenn Johnson;Michaela Gentile","Simple",50,FALSE,0.49,0.231,-13.968,0.0904,103.958,4,"ambient",2.92
"2929","This Will Destroy You","Young Mountain",44,FALSE,0.482,0.463,-7.927,0.0427,115.011,4,"ambient",4.89
"2930","U137","Deep Elm Records Sampler 15 - The Great Escape",0,FALSE,0.0952,0.332,-13.901,0.0653,74.928,4,"ambient",5.92
"2931","Fabrizio Paterlini","Historiette No. 5",49,FALSE,0.239,0.237,-18.392,0.231,83.403,1,"ambient",3.3
"2932","Maxence Cyrin","Larmes glacées (Piano Solo)",24,FALSE,0.494,0.224,-20.147,0.111,200.097,4,"ambient",3.43
"2933","Bethel Music;Amanda Cook","Peace",48,FALSE,0.515,0.0736,-15.492,0.0684,109.964,4,"ambient",5.51
"2934","Stephan Moccio","Tales Of Solace",51,FALSE,0.271,0.0101,-32.125,0.0743,116.876,4,"ambient",4.19
"2935","Jóhann Jóhannsson;Yuki Numata Resnick;Tarn Travers;Ben Russell;Clarice Jensen","Orphée",54,FALSE,0.13,0.086,-21.92,0.0375,90.223,4,"ambient",6.52
"2936","Max Richter","The Leftovers: Season 2 (Music from the HBO Series)",41,FALSE,0.114,0.11,-19.848,0.0384,76.272,4,"ambient",4.2
"2937","Fabrizio Paterlini","Winter Stories",51,FALSE,0.366,0.037,-24.291,0.165,63.134,4,"ambient",2.87
"2938","Brian Eno","FOREVERANDEVERNOMORE",38,FALSE,0.202,0.273,-19.685,0.0478,94.558,4,"ambient",3.84
"2939","Brian Eno","FOREVERANDEVERNOMORE",39,FALSE,0.263,0.0639,-21.149,0.0537,74.584,3,"ambient",3.43
"2940","Ludovico Einaudi;Marco Decimo","Una Mattina",52,FALSE,0.33,0.0295,-27.731,0.0547,136.561,3,"ambient",4.93
"2941","Bethel Music;Steffany Gretzinger","For the Sake of the World",49,FALSE,0.322,0.558,-8.321,0.0813,139.92,4,"ambient",6.89
"2942","Brian Eno;David Byrne;Giacomo Baldelli","Solo Guitar with Tin Foil",27,FALSE,0.184,0.00874,-16.26,0.0337,59.098,4,"ambient",3.37
"2943","Brian Eno","FOREVERANDEVERNOMORE",38,FALSE,0.155,0.167,-13.128,0.0367,96.244,3,"ambient",3.38
"2944","Aphex Twin","Richard D. James Album",53,FALSE,0.619,0.564,-10.696,0.787,131.908,4,"ambient",3.81
"2945","Brian Eno","Ambient 1: Music For Airports (Remastered 2004)",51,FALSE,0.26,0.00397,-31.095,0.0368,82.862,4,"ambient",17.36
"2946","Brian Eno","FOREVERANDEVERNOMORE",41,FALSE,0.144,0.275,-15.408,0.039,77.303,1,"ambient",4.87
"2947","Michael Nyman","The Piano: Music From The Motion Picture",54,FALSE,0.208,0.276,-14.648,0.231,177.108,3,"ambient",3.2
"2948","Aphex Twin","Selected Ambient Works 85-92",51,FALSE,0.599,0.406,-19.881,0.326,134.762,4,"ambient",9.12
"2949","Virginia Astley","80s Deep Dive",24,FALSE,0.453,0.268,-15.611,0.115,111.414,4,"ambient",4.62
"2950","The Orb","Rave Classics",24,FALSE,0.538,0.728,-8.653,0.492,111.04,4,"ambient",3.53
"2951","Abel Korzeniowski","This Is My Boy",28,FALSE,0.258,0.242,-17.521,0.275,79.257,4,"ambient",4.76
"2952","Mansij;Max B Groove","Alive",40,FALSE,0.539,0.407,-13.548,0.036,120.053,4,"ambient",4.8
"2953","Ludovico Einaudi","Atoms",49,FALSE,0.338,0.00384,-40.558,0.159,68.921,4,"ambient",3.07
"2954","Ludovico Einaudi","Undiscovered",49,FALSE,0.294,0.109,-20.238,0.0517,74.349,3,"ambient",4.25
"2955","Sleeping At Last","Atlas: Enneagram",48,FALSE,0.389,0.181,-11.148,0.259,127.965,4,"ambient",4.12
"2956","Gabríel Ólafs","The Lily",57,FALSE,0.435,0.00889,-33.986,0.29,110.307,3,"ambient",1.95
"2957","Dhamika","Pashupati",36,FALSE,0.521,0.501,-12.301,0.0399,90.001,4,"ambient",7.87
"2958","Desolate Horizons","Infinite Vistas",46,FALSE,0.125,0.214,-28.989,0.0328,82.521,5,"ambient",2.67
"2959","Gustavo Santaolalla;Don Markese;Braulio Barrera;Javier Casalla;Anibal Kerpel","Motorcycle Diaries",24,FALSE,0.719,0.363,-12.567,0.122,142.047,3,"ambient",2.81
"2960","Meitei","Komachi",51,FALSE,0.344,0.0578,-27.024,0.317,92.513,3,"ambient",2
"2961","Project AER;v i v","How Are You? I'm Okay",11,FALSE,0.727,0.21,-16.49,0.0403,124.068,4,"ambient",2.89
"2962","Project AER;v i v","How Are You? I'm Okay",7,FALSE,0.72,0.172,-15.553,0.109,121.921,4,"ambient",2.73
"2963","Hania Rani;Fejká","No Goodbye",49,FALSE,0.593,0.443,-17.845,0.0396,119.971,4,"ambient",4.2
"2964","Akira Kosemura","vi (almost equal to) ix",45,FALSE,0.249,0.297,-15.377,0.0375,140.052,3,"ambient",3.74
"2965","Project AER;v i v","How Are You? I'm Okay",6,FALSE,0.706,0.257,-15.147,0.258,126.006,4,"ambient",2.6
"2966","Project AER;v i v","How Are You? I'm Okay",5,FALSE,0.706,0.228,-18.502,0.0713,117.997,3,"ambient",2.55
"2967","Alexis Ffrench","Truth",51,FALSE,0.406,0.0378,-25.735,0.148,167.805,4,"ambient",3.38
"2968","Project AER","Growth Patterns",46,FALSE,0.563,0.133,-20.87,0.156,61.983,4,"ambient",2.65
"2969","Project AER;v i v","How Are You? I'm Okay",6,FALSE,0.565,0.145,-19.083,0.0399,120.995,4,"ambient",2.65
"2970","Project AER;Colours in Context","Growth Patterns",44,FALSE,0.63,0.108,-19.841,0.12,95.054,4,"ambient",2.17
"2971","yeule","Serotonin II",46,FALSE,0.42,0.557,-8.969,0.0736,116.104,4,"ambient",3.66
"2972","Joep Beving","For Mark",50,FALSE,0.277,0.0148,-33.992,0.153,138.564,4,"ambient",5.16
"2973","Novo Amor","Welcome to the Jungle",44,FALSE,0.457,0.313,-11.215,0.0657,128.882,4,"ambient",3.27
"2974","Project AER;v i v","How Are You? I'm Okay",6,FALSE,0.7,0.205,-20.188,0.134,118.016,4,"ambient",2.77
"2975","Project AER;v i v","How Are You? I'm Okay",6,FALSE,0.651,0.12,-19.113,0.0562,112.011,4,"ambient",3.02
"2976","Project AER;v i v","How Are You? I'm Okay",5,FALSE,0.547,0.163,-19.722,0.179,129.978,4,"ambient",2.78
"2977","Project AER;v i v","How Are You? I'm Okay",5,FALSE,0.714,0.0593,-22.9,0.0663,116.992,4,"ambient",2.19
"2978","Project AER;v i v","How Are You? I'm Okay",6,FALSE,0.469,0.159,-21.999,0.0362,117.975,4,"ambient",3.8
"2979","Project AER;v i v","How Are You? I'm Okay",9,FALSE,0.63,0.202,-19.051,0.0969,121.965,4,"ambient",3
"2980","Rival Consoles","Odyssey / Sonne",50,FALSE,0.456,0.461,-11.337,0.119,155.008,4,"ambient",4.84
"2981","Lambert","Stay In The Dark",50,FALSE,0.397,0.0496,-22,0.174,131.946,4,"ambient",4.9
"2982","Igneous Flame","Nyx",23,FALSE,0.0655,0.202,-25.998,0.0389,74.063,3,"ambient",8.85
"2983","Project AER;v i v","How Are You? I'm Okay",6,FALSE,0.629,0.135,-22.358,0.0378,115.967,4,"ambient",2.75
"2984","Project AER;v i v","How Are You? I'm Okay",7,FALSE,0.669,0.161,-22.266,0.189,127.056,4,"ambient",2.82
"2985","Bicep","Isles",53,FALSE,0.544,0.793,-6.424,0.126,128.981,4,"ambient",5.81
"2986","René Aubry","The Snail and the Whale (Original Score)",24,FALSE,0.684,0.0499,-23.568,0.37,100.063,4,"ambient",1.44
"2987","Project AER;v i v","How Are You? I'm Okay",6,FALSE,0.709,0.0945,-22.648,0.096,128.024,4,"ambient",2.27
"2988","Bethel Music;Brian Johnson;Jenn Johnson","Simple",48,FALSE,0.624,0.124,-11.191,0.206,78.014,4,"ambient",5.85
"2989","Project AER;v i v","How Are You? I'm Okay",5,FALSE,0.379,0.177,-22.892,0.1,113.985,4,"ambient",3.05
"2990","Project AER;v i v","How Are You? I'm Okay",6,FALSE,0.673,0.17,-23.395,0.213,123.972,4,"ambient",2.7
"2991","Jean-Michel Blais","Dans ma main",23,FALSE,0.438,0.389,-15.695,0.23,84.066,4,"ambient",4.58
"2992","Project AER;v i v","How Are You? I'm Okay",6,FALSE,0.663,0.196,-19.37,0.0787,110.036,4,"ambient",2.5
"2993","Solar Fields","Movements",44,FALSE,0.52,0.37,-15.211,0.0375,144.963,4,"ambient",8.52
"2994","Tim Story","Windham Hill Sampler '96",24,FALSE,0.263,0.228,-14.361,0.0762,76.944,5,"ambient",2.13
"2995","Rival Consoles","Now Is",42,FALSE,0.594,0.418,-12.837,0.0375,105.999,4,"ambient",5.4
"2996","Ludovico Einaudi","Elements (Deluxe)",49,FALSE,0.465,0.0342,-28.257,0.059,152.054,4,"ambient",5
"2997","Air","Moon Safari",55,FALSE,0.516,0.743,-8.47,0.226,109.837,4,"ambient",3.77
"2998","Ludovico Einaudi","Islands - Essential Einaudi",50,FALSE,0.222,0.02,-27.114,0.119,85.86,4,"ambient",5.96
"2999","Liquid Mind","Liquid Mind II: Slow World",24,FALSE,0.0576,0.169,-20.216,0.031,50.838,4,"ambient",12.67
"3000","Liquid Mind","Liquid Mind XI: Deep Sleep",26,FALSE,0.156,0.126,-22.038,0.0341,74.775,4,"ambient",6.14
"3001","Dan + Shay;Justin Bieber","10,000 Hours (with Justin Bieber)",78,FALSE,0.654,0.63,-4.644,0.43,89.991,4,"country",2.79
"3002","Luke Bryan","Country USA",0,FALSE,0.52,0.751,-5.064,0.519,156.044,4,"country",3.94
"3003","Thomas Rhett","Mientras hago aromaterapia",1,FALSE,0.59,0.389,-9.245,0.389,166.055,4,"country",3.81
"3004","Zach Bryan","New Country",3,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3005","Zach Bryan","Easy Country",4,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3006","Zach Bryan","Relaxing Pop",4,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3007","Zach Bryan","It's You - Fresh Hits",2,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3008","Zach Bryan","Beautiful Trending Hits 2022",2,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3009","Zach Bryan","rainy day indie",1,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3010","Luke Bryan","Tailgate Country",2,FALSE,0.644,0.904,-4.532,0.672,105.969,4,"country",3.76
"3011","Zach Bryan","I'm Blue - Hits of 2022",1,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3012","Zach Bryan","Hideaway - New Boots",0,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3013","Thomas Rhett","Sad Country Songs",8,FALSE,0.464,0.755,-5.707,0.449,155.973,4,"country",3.61
"3014","Zach Bryan","Give You Love - Cozy Hits",0,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3015","Zach Bryan","Hits Hits Hits",0,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3016","Florida Georgia Line","Sad Country Songs",2,FALSE,0.493,0.931,-2.99,0.556,141.979,4,"country",3.34
"3017","Zach Bryan","Country Car Hits",3,FALSE,0.544,0.573,-5.694,0.233,122.977,4,"country",3.53
"3018","Zach Bryan","Oklahoma Smokeshow - Breakout Country",1,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3019","Zach Bryan","Hideaway - New Boots",5,FALSE,0.544,0.573,-5.694,0.233,122.977,4,"country",3.53
"3020","Thomas Rhett;HARDY","Tailgate Country",0,FALSE,0.554,0.757,-4.298,0.629,75.049,4,"country",3.08
"3021","Zach Bryan","rainy day indie",2,FALSE,0.429,0.197,-9.798,0.197,128.49,4,"country",4.06
"3022","Zach Bryan","Cozy Country",0,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3023","Thomas Rhett;Danielle Bradbery","Sad Country Songs",3,FALSE,0.477,0.697,-4.348,0.486,150.048,3,"country",3.45
"3024","Zach Bryan","Your Perfect Soundtrack",0,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3025","Zach Bryan","Country Road Songs",0,FALSE,0.544,0.573,-5.694,0.233,122.977,4,"country",3.53
"3026","Zach Bryan","Oklahoma Smokeshow - Breakout Country",0,FALSE,0.544,0.573,-5.694,0.233,122.977,4,"country",3.53
"3027","Zach Bryan","Laidback Country",0,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3028","Florida Georgia Line","Country USA",0,FALSE,0.525,0.94,-3.546,0.636,140.093,4,"country",3.09
"3029","Zach Bryan","Single Saturday Night - Country Songs",0,FALSE,0.369,0.192,-12.151,0.148,175.212,3,"country",3.8
"3030","Zach Bryan","Never Leave - Country Magic",1,FALSE,0.544,0.573,-5.694,0.233,122.977,4,"country",3.53
"3031","Luke Bryan","Country Christmas Greatest Hits",2,FALSE,0.606,0.972,-4.872,0.856,151.049,4,"country",2.88
"3032","Creedence Clearwater Revival","Rock Workout 2023",1,FALSE,0.741,0.697,-7.03,0.774,116.109,4,"country",2.67
"3033","Zach Bryan","Burn Burn Burn - Hot Country Hits",0,FALSE,0.508,0.296,-10.513,0.134,82.532,4,"country",4.48
"3034","Zach Bryan","New Country Hits",0,FALSE,0.544,0.573,-5.694,0.233,122.977,4,"country",3.53
"3035","Creedence Clearwater Revival","REGNIG DAG",1,FALSE,0.779,0.662,-5.826,0.811,116.115,4,"country",2.66
"3036","Luke Bryan","Artsy & Colourful",0,FALSE,0.622,0.931,-4.66,0.521,108.051,4,"country",2.94
"3037","Luke Bryan","Christmas Country Songs 2022",0,FALSE,0.611,0.972,-4.845,0.871,150.992,4,"country",2.91
"3038","Zach Bryan","Good Times Country",3,FALSE,0.553,0.823,-3.194,0.552,133.781,4,"country",3.2
"3039","Florida Georgia Line","Tailgate Country",0,FALSE,0.484,0.944,-3.652,0.839,170.064,4,"country",3.09
"3040","Creedence Clearwater Revival","Best 70s Rock Tunes",2,FALSE,0.633,0.674,-8.638,0.965,103.426,4,"country",2.24
"3041","Zach Bryan","Finest Country",0,FALSE,0.471,0.912,-3.032,0.613,139.667,4,"country",3.18
"3042","Creedence Clearwater Revival","Twisted Halloween Hits",0,FALSE,0.393,0.732,-8.188,0.621,100.41,4,"country",4.53
"3043","Creedence Clearwater Revival","Pumpkin Patch Hits",0,FALSE,0.393,0.732,-8.188,0.621,100.41,4,"country",4.53
"3044","Creedence Clearwater Revival","Fishing Music",1,FALSE,0.508,0.769,-5.973,0.939,178.95,4,"country",2.36
"3045","Creedence Clearwater Revival","Halloween Scary Party",0,FALSE,0.437,0.742,-7.062,0.688,102.186,4,"country",4.51
"3046","Creedence Clearwater Revival","Christmas time but not Christmas songs 2022",0,FALSE,0.64,0.663,-7.516,0.665,132.768,4,"country",2.35
"3047","Creedence Clearwater Revival","60s Christmas Party",0,FALSE,0.508,0.769,-5.973,0.939,178.95,4,"country",2.36
"3048","Creedence Clearwater Revival","Anthems for Witches 2022",0,FALSE,0.621,0.85,-4.203,0.923,89.497,4,"country",2.32
"3049","Zach Bryan","Single Saturday Night - Country Songs",0,TRUE,0.617,0.378,-7.108,0.345,98.299,4,"country",3.51
"3050","Creedence Clearwater Revival","Spooky Scary Season",0,FALSE,0.621,0.85,-4.203,0.923,89.497,4,"country",2.32
"3051","Dan + Shay;Justin Bieber","Good Things",70,FALSE,0.654,0.63,-4.644,0.43,89.991,4,"country",2.79
"3052","Dan + Shay;Justin Bieber","Music for Rainy Days",0,FALSE,0.654,0.63,-4.644,0.43,89.991,4,"country",2.79
"3053","Thomas Rhett","Country USA",0,FALSE,0.467,0.481,-6.947,0.248,147.886,4,"country",3.69
"3054","Dan + Shay","New Country Hits",0,FALSE,0.544,0.572,-6.205,0.52,169.885,4,"country",3.27
"3055","Dan + Shay;Justin Bieber","Cozy Country",0,FALSE,0.654,0.63,-4.644,0.43,89.991,4,"country",2.79
"3056","Dan + Shay","Relaxing Pop",1,FALSE,0.741,0.499,-8.035,0.692,103.96,4,"country",2.41
"3057","Dan + Shay","All That Really Matters - Just Hits",0,FALSE,0.544,0.572,-6.205,0.52,169.885,4,"country",3.27
"3058","Dan + Shay","20s Love Songs",1,FALSE,0.741,0.499,-8.035,0.692,103.96,4,"country",2.41
"3059","Dan + Shay","Good Times Country",0,FALSE,0.541,0.871,-4.741,0.666,179.973,4,"country",2.86
"3060","Dan + Shay","New Country",1,FALSE,0.544,0.572,-6.205,0.52,169.885,4,"country",3.27
"3061","Dan + Shay","Single Saturday Night - Country Songs",0,FALSE,0.741,0.499,-8.035,0.692,103.96,4,"country",2.41
"3062","Dan + Shay","Burn Burn Burn - Hot Country Hits",0,FALSE,0.544,0.572,-6.205,0.52,169.885,4,"country",3.27
"3063","Dan + Shay;Justin Bieber","Give You Love - Cozy Hits",0,FALSE,0.654,0.63,-4.644,0.43,89.991,4,"country",2.79
"3064","Dan + Shay;Justin Bieber","Easy Country",0,FALSE,0.654,0.63,-4.644,0.43,89.991,4,"country",2.79
"3065","Dan + Shay","Chillin' It - Mellow Day Country",0,FALSE,0.586,0.704,-4.772,0.442,84.982,4,"country",3.1
"3066","Dan + Shay","Never Leave - Country Magic",0,FALSE,0.544,0.572,-6.205,0.52,169.885,4,"country",3.27
"3067","Jordan Davis;Luke Bryan","Autumn Vibe",0,FALSE,0.586,0.559,-6.725,0.437,177.945,4,"country",2.79
"3068","Dan + Shay","Oklahoma Smokeshow - Breakout Country",0,FALSE,0.544,0.572,-6.205,0.52,169.885,4,"country",3.27
"3069","Dan + Shay","Happy Country Christmas",0,FALSE,0.655,0.677,-4.278,0.62,127.041,4,"country",2.97
"3070","Dan + Shay;Mushroom People","Am I Ready - Pop Night Out",0,FALSE,0.545,0.713,-6.944,0.476,189.985,4,"country",3.3
"3071","Shania Twain","Los Clásicos del Pop 90s",3,FALSE,0.558,0.54,-7.2,0.654,133.774,4,"country",3.54
"3072","Jon Pardi","Mientras hago aromaterapia",0,FALSE,0.596,0.833,-4.308,0.618,115.997,4,"country",3.42
"3073","Shania Twain","Los Clásicos del Pop 90s",3,FALSE,0.654,0.889,-3.058,0.73,125.018,4,"country",3.88
"3074","Shania Twain","Coffee Break",0,FALSE,0.558,0.54,-7.2,0.654,133.774,4,"country",3.54
"3075","Shania Twain","90's Music Grandi Successi",0,FALSE,0.558,0.54,-7.2,0.654,133.774,4,"country",3.54
"3076","Cody Johnson","New Country",2,FALSE,0.4,0.647,-7.279,0.274,84.08,4,"country",3.69
"3077","Cody Johnson","Hideaway - New Boots",0,FALSE,0.4,0.647,-7.279,0.274,84.08,4,"country",3.69
"3078","Cody Johnson","Country Car Hits",1,FALSE,0.501,0.815,-4.865,0.46,160.087,4,"country",3.74
"3079","Shania Twain","Sunny Mornings",0,FALSE,0.724,0.789,-4.813,0.945,124.013,4,"country",4.49
"3080","Cody Johnson","Easy Country",0,FALSE,0.455,0.628,-6.253,0.402,160,4,"country",2.95
"3081","Cody Johnson","Country Christmas Time",1,FALSE,0.598,0.943,-3.964,0.801,117.906,4,"country",2.61
"3082","Cody Johnson","Country Holiday",0,FALSE,0.598,0.943,-3.964,0.801,117.906,4,"country",2.61
"3083","Jon Pardi","Country USA",0,FALSE,0.683,0.796,-4.179,0.533,90.031,4,"country",3.36
"3084","Cody Johnson","Country Road Songs",1,FALSE,0.501,0.815,-4.865,0.46,160.087,4,"country",3.74
"3085","Jordan Davis","Mientras hago aromaterapia",0,FALSE,0.634,0.903,-3.588,0.559,100.083,4,"country",3.04
"3086","Jon Pardi","Tailgate Country",0,FALSE,0.652,0.746,-5.325,0.876,135.063,4,"country",2.81
"3087","Cody Johnson","Oklahoma Smokeshow - Breakout Country",0,FALSE,0.4,0.647,-7.279,0.274,84.08,4,"country",3.69
"3088","Jon Pardi","Tailgate Country",0,FALSE,0.683,0.796,-4.179,0.533,90.031,4,"country",3.36
"3089","Shania Twain","Tailgate Country",0,FALSE,0.654,0.889,-3.058,0.73,125.018,4,"country",3.88
"3090","Cody Johnson","Chillin' It - Mellow Day Country",0,FALSE,0.486,0.565,-6.553,0.269,129.961,3,"country",2.79
"3091","Cody Johnson","Finest Country",0,FALSE,0.453,0.7,-4.741,0.447,164.173,3,"country",3.25
"3092","Cody Johnson","Cozy Country",0,FALSE,0.455,0.628,-6.253,0.402,160,4,"country",2.95
"3093","Cody Johnson","Never Leave - Country Magic",0,FALSE,0.501,0.815,-4.865,0.46,160.087,4,"country",3.74
"3094","Cody Johnson;Clara Johnson;Brandi Johnson;Cori Johnson","Happy Country Christmas",0,FALSE,0.442,0.131,-10.49,0.277,76.991,3,"country",3.65
"3095","Cody Johnson","New Country Hits",0,FALSE,0.501,0.815,-4.865,0.46,160.087,4,"country",3.74
"3096","Cody Johnson","Laidback Country",0,FALSE,0.455,0.628,-6.253,0.402,160,4,"country",2.95
"3097","Cody Johnson","Good Times Country",1,FALSE,0.417,0.968,-3.827,0.879,187.979,4,"country",2.94
"3098","Cody Johnson","Single Saturday Night - Country Songs",0,FALSE,0.501,0.815,-4.865,0.46,160.087,4,"country",3.74
"3099","Cody Johnson","Single Saturday Night - Country Songs",0,FALSE,0.445,0.537,-5.477,0.246,157.98,4,"country",3.56
"3100","Cody Johnson","Burn Burn Burn - Hot Country Hits",0,FALSE,0.501,0.815,-4.865,0.46,160.087,4,"country",3.74
"3101","Eagles","Hotel California (2013 Remaster)",84,FALSE,0.579,0.508,-9.484,0.609,147.125,4,"country",6.52
"3102","Dan + Shay;Justin Bieber","Relaxing Pop",2,FALSE,0.654,0.63,-4.644,0.43,89.991,4,"country",2.79
"3103","Dan + Shay","Finest Country",0,FALSE,0.501,0.836,-3.587,0.617,159.849,4,"country",3.2
"3104","Dan + Shay","Country Car Hits",0,FALSE,0.544,0.572,-6.205,0.52,169.885,4,"country",3.27
"3105","Dan + Shay;Justin Bieber","Laidback Country",0,FALSE,0.654,0.63,-4.644,0.43,89.991,4,"country",2.79
"3106","Dan + Shay","Autumn Hits",0,FALSE,0.616,0.437,-5.968,0.386,135.939,4,"country",3.56
"3107","Dan + Shay;Justin Bieber","Single Saturday Night - Country Songs",0,FALSE,0.654,0.63,-4.644,0.43,89.991,4,"country",2.79
"3108","Dan + Shay","Hideaway - New Boots",0,FALSE,0.544,0.572,-6.205,0.52,169.885,4,"country",3.27
"3109","Dan + Shay","Country Christmas Time",1,FALSE,0.694,0.769,-4.665,0.663,93.033,4,"country",3.4
"3110","Dan + Shay","Country Holiday",0,FALSE,0.655,0.677,-4.278,0.62,127.041,4,"country",2.97
"3111","Bailey Zimmerman","All That Really Matters - Just Hits",0,FALSE,0.582,0.568,-7.3,0.394,121.991,3,"country",3.46
"3112","Bailey Zimmerman","rainy day indie",2,FALSE,0.582,0.568,-7.3,0.394,121.991,3,"country",3.46
"3113","Bailey Zimmerman","Daily Pop Mix",0,FALSE,0.582,0.568,-7.3,0.394,121.991,3,"country",3.46
"3114","Bailey Zimmerman","Country Car Hits",1,FALSE,0.431,0.837,-5.067,0.648,170.041,4,"country",2.99
"3115","Bailey Zimmerman","Hideaway - New Boots",0,FALSE,0.582,0.568,-7.3,0.394,121.991,3,"country",3.46
"3116","Bailey Zimmerman","I'm Blue - Hits of 2022",0,FALSE,0.582,0.568,-7.3,0.394,121.991,3,"country",3.46
"3117","Carrie Underwood","Country Christmas Greatest Hits",1,FALSE,0.509,0.881,-5.302,0.509,141.881,4,"country",3.26
"3118","Bailey Zimmerman","It's You - Fresh Hits",1,FALSE,0.431,0.837,-5.067,0.648,170.041,4,"country",2.99
"3119","Bailey Zimmerman","Hideaway - New Boots",0,FALSE,0.431,0.837,-5.067,0.648,170.041,4,"country",2.99
"3120","Bailey Zimmerman","Your Perfect Soundtrack",1,FALSE,0.582,0.568,-7.3,0.394,121.991,3,"country",3.46
"3121","Bailey Zimmerman","New Country",1,FALSE,0.524,0.643,-6.055,0.397,135.962,4,"country",3.87
"3122","Bailey Zimmerman","Never Leave - Country Magic",3,FALSE,0.503,0.643,-6.586,0.345,148.11,4,"country",3.46
"3123","Bailey Zimmerman","Hideaway - New Boots",2,FALSE,0.524,0.643,-6.055,0.397,135.962,4,"country",3.87
"3124","Bailey Zimmerman","Easy Country",0,FALSE,0.431,0.837,-5.067,0.648,170.041,4,"country",2.99
"3125","Alan Jackson","Country Christmas Greatest Hits",1,FALSE,0.626,0.4,-6.689,0.401,97.565,3,"country",4.17
"3126","Bailey Zimmerman","New Country Hits",0,FALSE,0.431,0.837,-5.067,0.648,170.041,4,"country",2.99
"3127","Bailey Zimmerman","Laidback Country",0,FALSE,0.582,0.568,-7.3,0.394,121.991,3,"country",3.46
